mass_A
t,x,y
0.0,-0.0016175005465886433,0.3684095362583079
0.00833333333333348,-0.001700602324974522,0.36832644491215744
0.016666666666666736,-0.0018780588144831703,0.3682281858895328
0.024999999999999994,-7.027717109406792E-4,0.36770835756795256
0.03333333333333324,1.0099453453391721E-4,0.36714818526940735
0.0416666666666665,-2.88766755757279E-4,0.3667794692383835
0.05000000000000021,7.279197921505332E-4,0.36624662207411696
0.058333333333333466,0.00235592868821273,0.3659004399663268
0.06666666666666671,0.004251733176670783,0.3643361501632248
0.07499999999999997,0.004959123517132159,0.3647489010751437
0.08333333333333323,0.006534249929470312,0.3640870641649124
0.09166666666666672,0.007729798119881705,0.3643673720925361
0.09999999999999998,0.009221140042203861,0.36340494587064454
0.10833333333333321,0.010846088309906778,0.3625915208817798
0.11666666666666647,0.01322875658720131,0.36150112625570463
0.12499999999999974,0.015606643773886666,0.35969850986631874
0.1333333333333332,0.01783998087021365,0.35852603717075615
0.1416666666666669,0.020170613460066766,0.3581674069778879
0.15000000000000016,0.022737505779264505,0.3566975857134126
0.15833333333333366,0.02554098689541559,0.35604302445891073
0.16666666666666669,0.028488169901037794,0.35520799931749125
0.17500000000000018,0.03111598607571396,0.35350285334468967
0.1833333333333332,0.034365674977223426,0.35216853406197784
0.19166666666666668,0.03814180571288443,0.35129903946295377
0.20000000000000018,0.04202698480267278,0.3494502135646671
0.2083333333333332,0.046000255389544914,0.34823300657359085
0.21666666666666665,0.04996229308382534,0.3464255867078903
0.2249999999999997,0.05415246949402745,0.3451513696508042
0.23333333333333317,0.05845539011772767,0.3437190342945538
0.24166666666666667,0.0629122448110685,0.34157761465654235
0.2499999999999997,0.06777968280459834,0.33996764334774815
0.2583333333333336,0.07272772921886354,0.3385245145034657
0.2666666666666666,0.07755281495165184,0.33689843200433284
0.27500000000000013,0.08284876268298107,0.3349380272170599
0.2833333333333336,0.08807773452394871,0.3334286138825661
0.29166666666666663,0.09350369363843225,0.33138132900351
0.3000000000000001,0.09905154230052429,0.3293538440630833
0.3083333333333331,0.10493537340342929,0.327538772394433
0.31666666666666665,0.11094719326236191,0.32576352133919595
0.3250000000000001,0.11711754253890322,0.3241288985339545
0.33333333333333315,0.12349369804277904,0.3225376316716762
0.3416666666666666,0.13001589230576455,0.3204382629565258
0.34999999999999964,0.13665613544273988,0.319483835291731
0.35833333333333317,0.1431456299497657,0.3180818069915024
0.36666666666666664,0.14991221821400294,0.3167844072584271
0.37499999999999967,0.15691081249803857,0.31559152505278815
0.3833333333333336,0.163801783854906,0.3147215015163887
0.3916666666666666,0.17080236721200096,0.31390196525555636
0.40000000000000013,0.17818568844378643,0.3127242870197766
0.4083333333333336,0.18541302326234818,0.312243846309686
0.41666666666666663,0.1929594073063457,0.31175291457783794
0.4250000000000001,0.2001195511013203,0.3118860806627659
0.43333333333333307,0.20738614959714013,0.3113073617732762
0.4416666666666666,0.2146080380423211,0.3118801373148202
0.45000000000000007,0.22158861339140357,0.3125793742833948
0.4583333333333331,0.22843903228825618,0.3128346698558015
0.46666666666666656,0.23560473361756362,0.3134749033688316
0.4749999999999996,0.24274192244243242,0.3143276944094651
0.48333333333333306,0.24957874196209334,0.31552506774339084
0.4916666666666666,0.25644659191049535,0.31632784975742817
0.4999999999999996,0.2632336167143409,0.31773541284458795
0.5083333333333335,0.26996249163098696,0.3157904727495117
0.5166666666666665,0.2763146358459964,0.31968233823404196
0.525,0.282593398940009,0.3208999664136014
0.5333333333333334,0.2889468512784904,0.3216851804796273
0.5416666666666665,0.29515763204098383,0.3227943803845578
0.55,0.30122952414530607,0.3239493601275785
0.558333333333333,0.30737978755957934,0.3252975260812664
0.5666666666666665,0.3133448521397721,0.3261031841029599
0.575,0.31938321735477754,0.32664389725283516
0.583333333333333,0.32504765841818417,0.3277143062149767
0.5916666666666666,0.3307929970973798,0.32842607775461585
0.5999999999999995,0.336506183834508,0.32938975181835417
0.6083333333333331,0.3420097288934547,0.330089746622197
0.6166666666666665,0.3472982285976575,0.33098531577475204
0.6249999999999996,0.3528192365274721,0.331126156868415
0.6333333333333335,0.35802968769164734,0.3317370958340349
0.6416666666666665,0.363392708954257,0.33189187609609394
0.65,0.368613356407105,0.3323847545482057
0.6583333333333334,0.3741608674738166,0.332299676349364
0.6666666666666665,0.3799640703135087,0.3320214180346019
0.675,0.38495104594859425,0.3332622818085525
0.683333333333333,0.3903214863766014,0.3331738094578761
0.6916666666666665,0.39560281403522957,0.33314277112964086
0.7,0.4006632619257033,0.33212079196609706
0.708333333333333,0.4062886074473672,0.3316403484894364
0.7166666666666666,0.41181860883196353,0.330985118882955
0.7249999999999995,0.4170364139341084,0.3307137508015036
0.7333333333333331,0.4222354073204063,0.32962703282160183
0.7416666666666665,0.42774317221261937,0.32858410155477474
0.75,0.4335070803978074,0.32780789920138087
0.7583333333333335,0.4391411416423815,0.3264068177925488
0.7666666666666665,0.44489268613323696,0.32507983415413083
0.775,0.4506543728445778,0.3234769881437916
0.7833333333333334,0.45662247106960757,0.32187282427940483
0.7916666666666665,0.462695067047643,0.32023793028617664
0.8,0.46886525746361335,0.3182435646197165
0.808333333333333,0.475005524234173,0.31636773807101487
0.8166666666666665,0.4812871444745634,0.3143951411082525
0.825,0.4875530473732483,0.31198112306364484
0.833333333333333,0.49407651203922515,0.30974860432175066
0.8416666666666666,0.5007616004667559,0.30718014513857217
0.8499999999999995,0.5075704847535745,0.30448316462261726
0.858333333333333,0.5144637144671533,0.30205778128662286
0.8666666666666664,0.5214436567684095,0.2990138276812995
0.8749999999999999,0.5287074970919698,0.2960429700778767
0.8833333333333334,0.5362990429435266,0.2928822031954217
