mass_A
t,x,y
0.0,0.001903301799372599,0.36828889817859867
0.00833333333333303,0.0018789059411774903,0.36827914201553974
0.01666666666666697,0.0019572706035500542,0.3683107184668496
0.025,0.0019416077683134525,0.36829611568517684
0.03333333333333394,0.0019861780446841573,0.36829423362957153
0.04166666666666606,0.0020463074856870364,0.3682129537236786
0.05,0.0028302453176347053,0.36797936299411205
0.05833333333333303,0.0076140612726147625,0.3659442900816619
0.06666666666666697,0.010307849224573049,0.366033496882116
0.075,0.01201816979402931,0.3652596670562068
0.08333333333333302,0.012061402578521216,0.36454876997944113
0.09166666666666606,0.014592816402766627,0.36418375187560537
0.1,0.01907643609760027,0.36314580336232977
0.10833333333333393,0.02038872436697607,0.36217285914099706
0.11666666666666697,0.023379110903616204,0.3608163102316524
0.125,0.025711535944971796,0.3598871878147206
0.13333333333333303,0.027908148842225373,0.35901006417525505
0.14166666666666697,0.029810818767516255,0.35813199206533014
0.15,0.03384504989362209,0.35688008239173546
0.15833333333333394,0.03590875898990976,0.35582458796918404
0.16666666666666605,0.0391674557471935,0.35458939335297307
0.175,0.04205954443246523,0.3535648116942356
0.18333333333333304,0.04756014394617498,0.35167817269167323
0.19166666666666696,0.051194042549167394,0.35028990085962963
0.2,0.05483713310162668,0.34857074394642856
0.20833333333333304,0.0593945024331474,0.3470478260075716
0.21666666666666606,0.06307369572029825,0.34539693500364144
0.225,0.0681457994187959,0.3433755715310953
0.23333333333333395,0.07265168279933357,0.3417339507692017
0.24166666666666697,0.07809109374935175,0.34026886991622046
0.25,0.08338185125554612,0.338553553249359
0.258333333333333,0.0889954385847555,0.33659313817040537
0.266666666666667,0.09384995818041658,0.3348077563039612
0.275,0.09953684757677317,0.3328206948856059
0.28333333333333394,0.10397565059177105,0.33102738762842293
0.2916666666666661,0.1095966478049979,0.3295555169330099
0.3,0.11661488147846644,0.32733713691590993
0.308333333333333,0.12244672217020167,0.32637023227674367
0.316666666666667,0.12897863606059395,0.3240551451672279
0.325,0.13530625336396362,0.32260169407998485
0.33333333333333304,0.14218992567222302,0.32120931270292863
0.34166666666666606,0.14832146275260133,0.32035144696406254
0.35,0.15588801567062258,0.3188360539734557
0.35833333333333395,0.1622618150926614,0.31794802151203505
0.366666666666667,0.1691218945386403,0.317065946564786
0.375,0.1755387566748192,0.3166178436878956
0.383333333333333,0.18360776492709432,0.31578555446372025
0.391666666666667,0.19065550661150704,0.3157157464360583
0.4,0.19800579193128343,0.31504659553659875
0.40833333333333394,0.2042034905501317,0.3150826563860145
0.4166666666666661,0.2117979718496257,0.31498138462183356
0.425,0.22005813092406648,0.3157047970167606
0.433333333333333,0.22743898897358808,0.31610373340881065
0.441666666666667,0.23231473815424472,0.3173100837842969
0.45,0.2396876478253914,0.3173560282334893
0.45833333333333304,0.24585982201297765,0.3186843073303678
0.46666666666666695,0.2531023598205023,0.31951957501556477
0.475,0.2597939462375826,0.32038806332292274
0.48333333333333395,0.2661318457777507,0.3216478261428574
0.491666666666667,0.2731207658231553,0.3226527192397399
0.5,0.278904944739361,0.32386068619657454
0.5083333333333331,0.28541234834283113,0.3248780396488352
0.5166666666666669,0.29176671252147207,0.32567099237398983
0.525,0.2981728491167917,0.32714987914068155
0.533333333333334,0.3034885037053816,0.3279843724686719
0.5416666666666661,0.3097649835015812,0.32893969790182653
0.55,0.31487147675767607,0.3296911292538366
0.558333333333333,0.3204010592403993,0.33083351277478706
0.566666666666667,0.3270890664017296,0.33101612225556176
0.575,0.3325889844525448,0.33202624532645814
0.583333333333333,0.3386869410290237,0.332577512880069
0.591666666666667,0.3439016799209936,0.3334210909294068
0.6,0.34951677562160616,0.3340760131726313
0.608333333333334,0.35561032962662925,0.3342004761183864
0.6166666666666669,0.3604511269473322,0.3348066293674798
0.625,0.3662524976731935,0.3355642111802774
0.6333333333333331,0.3709171923305396,0.33554591049597693
0.6416666666666669,0.3742965278769876,0.33622772320737404
0.65,0.38156674939717344,0.3363078522096843
0.658333333333334,0.38399674715490906,0.33638014445226494
0.6666666666666661,0.3880812284613795,0.3364062252338856
0.675,0.3968554353170568,0.3362706869991014
0.683333333333333,0.4009160607004759,0.3354108783830342
0.691666666666667,0.4058622664227388,0.33531929967071583
0.7,0.41069551746971894,0.33475826983416995
0.708333333333333,0.41574984046357427,0.33428323880452054
0.716666666666667,0.42144958423619566,0.3331438942355752
0.725,0.42647484149933707,0.33238380877614115
0.733333333333334,0.43112760208660716,0.33148561637501833
