mass_A
t,x,y
0.0,0.0047528238822588526,0.3661575518892223
0.00833333333333303,0.004716445964794855,0.36619515133679487
0.016666666666666514,0.004736847025691951,0.3662114928327086
0.025,0.0048223048024934045,0.36623037725553304
0.03333333333333303,0.0048593040257910655,0.3662464080302077
0.04166666666666651,0.00472983395271355,0.36621695541622035
0.049999999999999545,0.004912507457751916,0.366276672734168
0.05833333333333303,0.007264106264859821,0.3655321753232287
0.06666666666666651,0.009232660555692822,0.3647143417421104
0.07499999999999954,0.010939956859685199,0.36405626258869095
0.08333333333333302,0.011829278074897094,0.3638384117057566
0.09166666666666606,0.014121920546146312,0.36352163996838616
0.09999999999999955,0.016276250969924168,0.3624955503697333
0.10833333333333303,0.018480340627266036,0.361981021311556
0.11666666666666606,0.021039034399973483,0.3604597363756837
0.125,0.02349900601677108,0.3596197526663955
0.13333333333333303,0.026305290237437703,0.3583523484679198
0.14166666666666652,0.02912161167575146,0.3572907647198976
0.15,0.03153069990865126,0.35582298188884515
0.15833333333333302,0.035115616193961585,0.3548316702700847
0.16666666666666652,0.03835686150634292,0.35407156081929253
0.17499999999999954,0.04179596631879948,0.35257896739391714
0.18333333333333304,0.0453988911310768,0.351055889754297
0.1916666666666665,0.04894385314460871,0.3493252316411102
0.19999999999999954,0.052861761056277795,0.3475568946395415
0.20833333333333304,0.05694569841951849,0.3462264269405139
0.21666666666666606,0.061290019422122796,0.34450354401362704
0.22499999999999953,0.06575202964176716,0.34305119458729033
0.23333333333333303,0.07072594170138119,0.34144814940229135
0.2416666666666665,0.07549440291857674,0.33970589062044393
0.25,0.08052632266371665,0.3377964854058371
0.258333333333333,0.08556053047600258,0.33610437060883086
0.2666666666666665,0.09092862691280212,0.33391810507575914
0.275,0.09642797475428136,0.33246650646863585
0.28333333333333305,0.1019866906436609,0.3303287188652547
0.2916666666666665,0.10774926814688579,0.3287990609058423
0.29999999999999954,0.11375786762735982,0.32690500469107137
0.308333333333333,0.11977680604468605,0.32513480814321083
0.31666666666666654,0.12608272229903847,0.3235083886035108
0.32499999999999957,0.1325229667338579,0.3218351649785412
0.33333333333333304,0.1387553291944475,0.32034259322754866
0.34166666666666606,0.1454288193413859,0.3189959596169044
0.34999999999999953,0.15222293460237737,0.31759525805645417
0.358333333333333,0.15902232871892547,0.3164434191727644
0.36666666666666653,0.1660452324318651,0.3153909919282975
0.375,0.17298127637416016,0.31431765992404104
0.383333333333333,0.1799805097877913,0.3138548832713858
0.3916666666666665,0.18710210032641875,0.31354334805755674
0.4,0.19404618045544045,0.3132430149882766
0.40833333333333305,0.20139402916412485,0.3132067589477815
0.4166666666666665,0.20867551863202205,0.3128882488024383
0.42499999999999954,0.21559271967392105,0.3131010376343124
0.433333333333333,0.22295429788626395,0.3133708338897944
0.44166666666666654,0.2296678471662725,0.31418359063341417
0.44999999999999957,0.23672754858747022,0.314434453864939
0.45833333333333304,0.24351438793270655,0.3156713148736631
0.46666666666666606,0.25025421864564135,0.3164153225255015
0.47499999999999953,0.2569272936676291,0.31716920967122353
0.483333333333333,0.2635338947100557,0.31804960657813625
0.49166666666666653,0.2701569339887976,0.3193489464208184
0.5,0.2765014469449193,0.32057975916805737
0.5083333333333331,0.28291643155391866,0.32101185560643714
0.5166666666666665,0.28902148751738166,0.32258354693650887
0.525,0.2953031766224493,0.3234076199522082
0.533333333333333,0.3013179010571253,0.32465399614947055
0.5416666666666665,0.30728949697386576,0.325652722701234
0.5499999999999996,0.31300542573959955,0.3269265662551923
0.558333333333333,0.3187841798749853,0.32790103264533405
0.5666666666666665,0.324330391034807,0.3287430385405714
0.5749999999999995,0.3301796076377085,0.3291631919889431
0.583333333333333,0.3356199286089423,0.3301408204488562
0.591666666666666,0.3410370258176352,0.3309623124360865
0.5999999999999995,0.34638012366151405,0.331618081899746
0.6083333333333335,0.3517179622691968,0.3325462508370946
0.6166666666666665,0.3570043291949252,0.3329863933536193
0.625,0.3621589378789031,0.33308947488924273
0.6333333333333331,0.3674375049669907,0.333380087626818
0.6416666666666665,0.37262689597386833,0.3334690287705462
0.65,0.3776661798146369,0.3339688821950212
0.658333333333333,0.38277942604175863,0.334053291596579
0.6666666666666665,0.3877003132955972,0.33500297173110266
