mass_A
t,x,y,v_{x},v_{y},v,a_{x},a_{y},a
0.0,0.0,0.3677822958663664,NaN,NaN,NaN,NaN,NaN,NaN
0.008333333333333035,-1.1211102541118512E-4,0.36771050126888843,-0.0016551262702572483,-3.797277918631545E-4,0.0016981272527136879,NaN,NaN,NaN
0.016666666666666524,-2.7585437837616966E-5,0.36777596706983534,6.328054372644672E-4,0.002524949949172026,0.0026030395631367743,0.7033280123793836,0.3714036272840772,0.795368434976712
0.02500000000000002,-1.0156426812343855E-4,0.3677525837680413,0.0038466080411606184,0.002371102023796418,0.004518685453710293,1.152100368806249,0.33348936141112034,1.1993958537438303
0.03333333333333305,3.6524696181726435E-5,0.3678154854368986,0.023796302986752546,0.009976885589285963,0.02580314480638029,6.007946249864008,-3.0719321032488356,6.747754069927698
0.041666666666666546,2.950407816557643E-4,0.36791886519452943,0.09507530448674333,-0.04121356515203629,0.1036237013225647,16.166250838898115,-5.560317122918352,17.095753645089562
0.04999999999999958,0.0016211131042941015,0.3671285926843647,0.2915808148356101,-0.09792064048714104,0.3075838477774967,8.315047602457229,-0.7448185917604393,8.348339437622414
0.058333333333333064,0.0051547210289158915,0.36628685451974374,0.2825624834154106,-0.053619472582233235,0.2876049458439146,-2.574009732346129,1.3395520290944012,2.9017108299869436
0.06666666666666655,0.006330487827884361,0.36623493480799413,0.18330793913596174,-0.054690953143366874,0.1912927100179288,-11.574997014062289,-0.09877170468038439,11.575418425490993
0.07499999999999961,0.008209853347848566,0.36537533863402094,0.13486840525687863,-0.0792901871422013,0.15644941838683502,1.672972910769128,0.09988103334590967,1.6759518432787905
0.08333333333333309,0.008578294582165656,0.36491343168895746,0.16237773218193133,-0.041303677873109367,0.16754856524122372,11.858835099831413,-1.596794721907155,11.965856563944936
0.09166666666666612,0.010916148884214057,0.3646869440028025,0.3668921424946932,-0.09551419906941795,0.3791210973399115,7.097591853578939,-1.1437728796153148,7.189160348756565
0.09999999999999962,0.014693163623743823,0.3633215283711338,0.30905909317105773,-0.09215153739957027,0.32250492851555146,-7.198444919716992,-1.5762470245856872,7.369000199804217
0.1083333333333331,0.01606713377039845,0.36315108504614296,0.1898234829625584,-0.08265196564429245,0.20703695831638852,-5.177901879139675,-0.5829551606712842,5.210614607640011
0.11666666666666659,0.01785688833978652,0.3619439956103956,0.2460215567822737,-0.1317523501487158,0.2790793581963441,6.602481362607496,-5.1996027743915745,8.404084075914513
0.12500000000000008,0.020167493050103083,0.3609552125436643,0.301735173728446,-0.15193031503368776,0.33782678356100054,6.376109512718522,1.6124034677767054,6.576824268678461
0.1333333333333331,0.022885807901927242,0.3594118236931675,0.3512377914213223,-0.12487630642327564,0.37277617685207315,-3.346585902710079,1.7305290713586237,3.7675413827899984
