
t,x,y,v_{x},v_{y},v,a_{x},a_{y},a
0.0,-8.559989044817223E-4,0.3639897563835047,NaN,NaN,NaN,NaN,NaN,NaN
0.008333333333333031,-7.88032265691796E-4,0.3639798968413512,0.03942929669727055,-0.0016218955866152936,0.039462640349262904,NaN,NaN,NaN
0.016666666666666517,-1.9884395952721873E-4,0.3639627247903945,0.05382917078454219,-0.0016841511764478108,0.05385551032658163,1.9667979528362067,0.0823948312544867,1.9685230746674394
0.024999999999999554,1.0912058071723546E-4,0.36395182765507705,0.059675053865194984,-2.3205682830728324E-4,0.05967550506016255,2.057297222575873,-2.9087949369041866,3.5628022464035007
0.033333333333333034,7.957402715593545E-4,0.3639588571765894,0.09519107646503486,-0.043566277634748476,0.10468696951158772,6.559291842045188,-4.628977138311177,8.028184029787065
0.041666666666666526,0.001695638521801178,0.36322572302783124,0.1617297500103443,-0.08994288353678936,0.1850573812019421,7.934600502148641,-2.7452045198306463,8.396072473746049
0.04999999999999956,0.0034912361050650695,0.3624598091176429,0.2377749804453689,-0.08458390305851213,0.2523715078657005,-4.292062551384207,5.749590210339838,7.174927771889443
0.05833333333333304,0.005658554862557293,0.3618159913101894,0.1102888063628421,-0.00243180988729223,0.11031561316635291,-1.8469388760999195,0.033938652687365276,1.8472506717268957
0.06666666666666607,0.005329382877779086,0.3624192789528547,0.13594573290079828,-0.04667580086991488,0.14373542597697733,0.9826896425979506,-2.0961954316756506,2.315105660968232
0.07499999999999955,0.007924317077570575,0.3610380612956908,0.21234288252114805,-0.09253648559409831,0.2316300950297626,7.023246121338452,-3.1821136451478047,7.710501496759562
0.08333333333333305,0.00886843091979829,0.36087700419295304,0.1888434614433998,-0.05647680822886408,0.19710779486779492,0.5875024139021837,1.2341619537590902,1.3668631293759252
0.09166666666666654,0.011071708101627303,0.36009678115854304,0.2586855262452584,-0.0931132683852716,0.27493323232773065,5.620815916126903,-5.309928676237136,7.732329151666461
0.10000000000000003,0.013179856357219355,0.3593251163865318,0.2679598257664821,-0.13365652021870464,0.29944370693300004,-7.301194565489759,7.1154402186571115,10.19494637496541
0.10833333333333306,0.015537705197735306,0.3578691724882313,0.1597007897129218,-0.009874805651863867,0.16000579371258075,7.356849121588532,-5.397542666706851,9.124510717662556
0.11666666666666654,0.015841536185768036,0.3591605362923341,0.31362667321514415,-0.1299514530360775,0.33948353464960074,10.25728194012275,-6.942739630109232,12.38601898798228
0.12500000000000003,0.020764816417987803,0.35570331493762997,0.44786962866532337,-0.25358064668849534,0.5146749932294847,3.5788524280254643,-3.215430046741167,4.811151118710538
0.13333333333333305,0.023306029996856686,0.3549341921808592,0.29435627152333127,-0.09620018327971713,0.3096773964114402,-4.4577896199871025,8.003245702898878,9.160995037496424
0.14166666666666655,0.02567075427670995,0.3540999785496347,0.3775655177367093,-0.13881937308815895,0.40227669399106236,3.1783669223493853,-1.818248107426311,3.6616993968981215
0.14999999999999958,0.029598788625801786,0.35262053596272325,0.38760675788475196,-0.14207317018362586,0.41282415680765855,2.122372342918887,-0.9144645850347424,2.3109975853015876
0.15833333333333305,0.03213086690812242,0.35173209237990766,0.36663809906779726,-0.13442534483036797,0.39050437772297925,-14.479926626644826,1.500362758878876,14.55745044715071
0.16666666666666655,0.03570942361026519,0.3503801135488837,0.20783551384084664,-0.13409893739623138,0.2473421230285839,0.19093982411978036,-1.631459401725979,1.642594836201241
0.17499999999999957,0.035594792138803164,0.3494971100899705,0.25862699296140884,-0.1441481999422296,0.29608550291232705,16.975758646654583,-2.0133498623193127,17.094734841393972
0.18333333333333307,0.0400198734929553,0.34797764354984656,0.5915900455396496,-0.18255418199136902,0.6191161533542333,18.380217362616456,-2.438000444920885,18.541203749122165
0.1916666666666661,0.04545462623113057,0.34645454039011436,0.5569619710202571,-0.17981147168557807,0.585268145820788,-3.5058874622160507,-0.40271036543821004,3.528940710206829
