mass_A
t,x,y,v_{x},v_{y},v,a_{x},a_{y},a
0.0,0.0,0.36607461070108577,NaN,NaN,NaN,NaN,NaN,NaN
0.008333333333333031,5.755359532823301E-6,0.36607555490546145,0.007595829455617535,0.0023777730703292152,0.007959298329175118,NaN,NaN,NaN
0.016666666666666517,1.2659715759362478E-4,0.3661142402522579,0.01202903906252889,0.0020305741402411436,0.012199221782837706,7.058803730626602,-3.2032477574811193,7.751613142005724
0.024999999999999554,2.062393439083085E-4,0.36610939780779883,0.10930072884153752,-0.0456420904639425,0.11844766670226148,9.512321763695159,-4.779459831719447,10.645539047840098
0.033333333333333034,0.0019482759716192358,0.36535353874452553,0.20062223135830126,-0.09020038030342156,0.21996678913432738,-1.9108610175272984,-0.48579619125873436,1.9716459539549578
0.041666666666666526,0.003549943199880057,0.3646060581360751,0.07722292368576154,-0.05247526460845371,0.09336505416002384,-10.237923649043339,4.0413047208792925,11.006689987941067
0.04999999999999956,0.0032353246997152557,0.3644789510010513,-0.006169393709684343,-0.012653482254458047,0.0140773588399592,12.717791148025846,-2.0189325709002937,12.877045484529697
0.0583333333333335,0.003447119971385311,0.3643951667651675,0.27848312441618084,-0.08061834429321062,0.2899175193415822,18.045846693682947,-4.628611503339627,18.6299926822518
0.06666666666666653,0.00787671010665169,0.3631353119294978,0.3835330498144204,-0.11543618467174385,0.40052854209346883,-5.144499481138894,0.7970645709548163,5.205880025673828
0.07500000000000001,0.009839337468292256,0.3624712303539718,0.12945029044079742,-0.051121288162481085,0.1391788913542504,-7.295055453982357,2.6169923294761337,7.750256958915275
0.0833333333333335,0.010034214947331685,0.3622832904601231,0.22411432796581127,-0.06298746274989452,0.2327974494345601,7.413910400782224,-2.4467625935023785,7.8072219527684314
0.09166666666666654,0.013574576267722412,0.3614214393081402,0.3379343323594173,-0.10702058039509328,0.35447569396971035,6.89234986316354,-4.520148073788289,8.242343431647486
0.10000000000000003,0.015666453819988595,0.36049961412020487,0.28117325042654256,-0.13070550990454907,0.3100682619599036,-2.9175450247895762,-0.5387855737950383,2.9668769550158394
0.10833333333333306,0.018260797108164743,0.3592430141430644,0.31046077282520185,-0.12492111368908963,0.3346508271445688,2.1068572198729147,-0.20111493137355096,2.116434397885277
0.11666666666666654,0.020840800033741905,0.35841759555872005,0.3114680406717111,-0.12070299420320037,0.3340382510574088,5.522333245758918,0.41265603365932646,5.5377296321985305
0.12500000000000003,0.02345193111936003,0.35723129757301103,0.39192864412708034,-0.12972959523917105,0.4128411679668232,-2.915262814936104,0.26813250975487024,2.9275676461760236
0.13333333333333305,0.027372944102526525,0.3562554356380672,0.3082502482136844,-0.11047964691299254,0.3274507106509582,-4.099392738763066,1.602561420975925,4.401502463321329
0.14166666666666655,0.028589435256254736,0.35538997012446116,0.25101017847030443,-0.10304701520980476,0.27133889702610614,4.470943744552523,-2.392649316175092,5.070908076187782
0.14999999999999958,0.03155644707703156,0.3545379853845705,0.4259671311665355,-0.1449680262290887,0.4499596931537382,11.467426511012228,-3.3486152834947682,11.946342331539006
0.15833333333333305,0.03568888744236358,0.3529738363539764,0.45320633809254646,-0.17324591681520132,0.4851908207915677,0.1047877564455739,-2.2113628391923728,2.2138441861300557
0.16666666666666655,0.03910988604524081,0.35165055343765045,0.4061520330743898,-0.16999108420593664,0.4402913156990154,-4.524549613325487,1.4935563074894238,4.764688830037619
0.17499999999999957,0.042458087993603344,0.3501406516172108,0.3850394232627739,-0.15706345445438302,0.4158416600001419,0.017618055702697602,0.6564009252631762,0.6566373204236089
0.18333333333333351,0.04552720976628716,0.349032829196744,0.39803655778301544,-0.14835618871332049,0.42478542825913196,4.620907463310639,-0.388913028768454,4.637244777712927
0.19166666666666654,0.04909203062332039,0.34766804847198873,0.46729862963321384,-0.1704438519192452,0.49741242034568167,7.9880495947740435,-1.8113710142523751,8.190848630016516
0.20000000000000007,0.053315520260174,0.3461920983314233,0.5342890111014168,-0.1781070984788023,0.5631934711200651,3.594618871684079,-1.1388486108398708,3.7707109397405714
0.20833333333333354,0.05799684747501084,0.3446995968306753,0.5334552821847722,-0.18754860163280684,0.5654635408806267,1.5431089350372431,-1.8180618983515495,2.384645519071842
0.21666666666666656,0.0622064416299201,0.3430662883042098,0.5426406912728958,-0.20884471193463672,0.581442201365009,-0.16379218679356297,-1.9443025028435905,1.9511894072638023
0.22500000000000006,0.0670408589962257,0.34121885163176474,0.5498113424692563,-0.22232685751199865,0.593061332308056,0.5295529934700415,-0.7667534342693282,0.9318461256328164
0.2333333333333331,0.07136996400440762,0.3393608406790099,0.5352039683506243,-0.22034376126035524,0.578787232810656,0.6251455755689102,2.611053733860492,2.68484796436599
0.24166666666666659,0.07596092513540267,0.33754645561075886,0.5667837324640156,-0.1829402140247379,0.5955761255232263,5.465939865044748,-0.6009037930223728,5.49887115476932
0.25000000000000006,0.08081635954547471,0.33631183711193086,0.6228497897548361,-0.21171394449257147,0.657848504513195,8.425407650384482,-2.9929129599407367,8.941198021570631
0.2583333333333331,0.08634175496464984,0.334017889869216,0.7097530909718988,-0.25836672367381563,0.7553163668596796,3.5200616933152555,-1.2473601460124553,3.734533660124873
0.26666666666666655,0.09264557772833958,0.33200572505070064,0.697536843117788,-0.22145114056260568,0.7318457864627004,-4.187129094408353,3.376752765673113,5.379080710839161
0.2749999999999996,0.09796736901661283,0.33032703752650594,0.6192298474159497,-0.19911809367812466,0.6504564698431331,-5.0515424781405684,1.131261356345748,5.1766624059155895
0.2833333333333331,0.102966075185272,0.3286870901560653,0.6141759617231276,-0.20379137450326942,0.6471035746157338,7.644522442659171,-0.5492442951009847,7.664228119779624
0.2916666666666666,0.10820363504533183,0.32693051461811806,0.7378780771134162,-0.21062675134021333,0.7673510833150134,6.202429529952507,1.3024907214716612,6.337713637704582
0.2999999999999996,0.11526404313716214,0.3251766443003951,0.7593135059880523,-0.18471556154174487,0.7814581492642776,1.2753194574580013,2.3285302210267425,2.654899754944774
0.3083333333333335,0.1208588601451329,0.32385192192575557,0.712508753352205,-0.16379458065773506,0.7310932828691264,-0.3959721785728236,0.37488331429983346,0.5452810885627116
0.3166666666666666,0.12713918902636578,0.32244673462276613,0.7741042679150784,-0.1816624610587147,0.7951343706331959,6.2452258678752495,-2.817674498564081,6.851433114366403
0.32500000000000007,0.13376059794371747,0.3208242142414437,0.813817365008954,-0.2114056594451145,0.8408276020894775,2.6432984610045454,-1.2681579784413117,2.931765920436581
